expert_locality,expert_province,expert_region,expert_country,expert_lang,expert_experience,expert_title,expert_education,expert_work_from_home,project_locality,project_province,project_region,project_country,project_lang,company_name,project_experience,project_title,project_education,project_work_from_home,liked
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Thuin,Hainaut,Walloon Region,Belgium,English,quality-assistance,2,PhD Researcher (Marie Curie Fellow in the FP7 A-TEAM project),master ,no,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Thuin,Hainaut,Walloon Region,Belgium,English,quality-assistance,2,PhD Researcher (Marie Curie Fellow in the FP7 A-TEAM project),master ,no,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Thuin,Hainaut,Walloon Region,Belgium,English,quality-assistance,2,PhD Researcher (Marie Curie Fellow in the FP7 A-TEAM project),master ,no,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Thuin,Hainaut,Walloon Region,Belgium,English,quality-assistance,2,PhD Researcher (Marie Curie Fellow in the FP7 A-TEAM project),master ,no,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Thuin,Hainaut,Walloon Region,Belgium,English,quality-assistance,2,PhD Researcher (Marie Curie Fellow in the FP7 A-TEAM project),master ,no,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Thuin,Hainaut,Walloon Region,Belgium,English,quality-assistance,2,PhD Researcher (Marie Curie Fellow in the FP7 A-TEAM project),master ,no,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Thuin,Hainaut,Walloon Region,Belgium,English,quality-assistance,2,PhD Researcher (Marie Curie Fellow in the FP7 A-TEAM project),master ,no,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Thuin,Hainaut,Walloon Region,Belgium,English,quality-assistance,2,PhD Researcher (Marie Curie Fellow in the FP7 A-TEAM project),master ,no,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Thuin,Hainaut,Walloon Region,Belgium,English,quality-assistance,2,PhD Researcher (Marie Curie Fellow in the FP7 A-TEAM project),master ,no,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Thuin,Hainaut,Walloon Region,Belgium,English,quality-assistance,2,PhD Researcher (Marie Curie Fellow in the FP7 A-TEAM project),master ,no,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,1,Student Helper,bachelor,no,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,1,Student Helper,bachelor,no,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,1,Student Helper,bachelor,no,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,1,Student Helper,bachelor,no,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,1,Student Helper,bachelor,no,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,1,Student Helper,bachelor,no,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,1,Student Helper,bachelor,no,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,1,Student Helper,bachelor,no,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,1,Student Helper,bachelor,no,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,1,Student Helper,bachelor,no,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,1,Student Helper,bachelor,no,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,1,Student Helper,bachelor,no,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Bayer,19,PhD student ,master ,both,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Bayer,19,PhD student ,master ,both,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Bayer,19,PhD student ,master ,both,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Bayer,19,PhD student ,master ,both,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Bayer,19,PhD student ,master ,both,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Bayer,19,PhD student ,master ,both,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Bayer,19,PhD student ,master ,both,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Bayer,19,PhD student ,master ,both,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Bayer,19,PhD student ,master ,both,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Bayer,19,PhD student ,master ,both,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Bayer,19,PhD student ,master ,both,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Bayer,19,PhD student ,master ,both,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Hoeilaart,Flemish Brabant,Flanders,Belgium,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Hoeilaart,Flemish Brabant,Flanders,Belgium,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Hoeilaart,Flemish Brabant,Flanders,Belgium,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Etten-Leur,Etten-Leur,North Brabant,Netherlands,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Etten-Leur,Etten-Leur,North Brabant,Netherlands,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Etten-Leur,Etten-Leur,North Brabant,Netherlands,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Hoeilaart,Flemish Brabant,Flanders,Belgium,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Hoeilaart,Flemish Brabant,Flanders,Belgium,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Hoeilaart,Flemish Brabant,Flanders,Belgium,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Etten-Leur,Etten-Leur,North Brabant,Netherlands,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Etten-Leur,Etten-Leur,North Brabant,Netherlands,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Etten-Leur,Etten-Leur,North Brabant,Netherlands,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Hoeilaart,Flemish Brabant,Flanders,Belgium,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Hoeilaart,Flemish Brabant,Flanders,Belgium,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Hoeilaart,Flemish Brabant,Flanders,Belgium,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Etten-Leur,Etten-Leur,North Brabant,Netherlands,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Etten-Leur,Etten-Leur,North Brabant,Netherlands,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Etten-Leur,Etten-Leur,North Brabant,Netherlands,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Hoeilaart,Flemish Brabant,Flanders,Belgium,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Hoeilaart,Flemish Brabant,Flanders,Belgium,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Hoeilaart,Flemish Brabant,Flanders,Belgium,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Etten-Leur,Etten-Leur,North Brabant,Netherlands,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Etten-Leur,Etten-Leur,North Brabant,Netherlands,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Etten-Leur,Etten-Leur,North Brabant,Netherlands,English,Sysmex,2,Clinical Trial Assistant (CTA),Master,both,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Ph.D researcher in Molecular Plant Biology,Master,yes,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Ph.D researcher in Molecular Plant Biology,Master,yes,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Ph.D researcher in Molecular Plant Biology,Master,yes,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Ph.D researcher in Molecular Plant Biology,Master,yes,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Ph.D researcher in Molecular Plant Biology,Master,yes,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Ph.D researcher in Molecular Plant Biology,Master,yes,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Ph.D researcher in Molecular Plant Biology,Master,yes,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Ph.D researcher in Molecular Plant Biology,Master,yes,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Ph.D researcher in Molecular Plant Biology,Master,yes,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Ph.D researcher in Molecular Plant Biology,Master,yes,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Ph.D researcher in Molecular Plant Biology,Master,yes,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Ph.D researcher in Molecular Plant Biology,Master,yes,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Medical Writer,high school,no,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Medical Writer,high school,no,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Medical Writer,high school,no,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Medical Writer,high school,no,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Medical Writer,high school,no,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Medical Writer,high school,no,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Medical Writer,high school,no,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Medical Writer,high school,no,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Medical Writer,high school,no,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Medical Writer,high school,no,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Medical Writer,high school,no,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Medical Writer,high school,no,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,Materialise,2,Doctoral Researcher,Master,no,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,Materialise,2,Doctoral Researcher,Master,no,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,Materialise,2,Doctoral Researcher,Master,no,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,Materialise,2,Doctoral Researcher,Master,no,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,Materialise,2,Doctoral Researcher,Master,no,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,Materialise,2,Doctoral Researcher,Master,no,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,Materialise,2,Doctoral Researcher,Master,no,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,Materialise,2,Doctoral Researcher,Master,no,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,Materialise,2,Doctoral Researcher,Master,no,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,Materialise,2,Doctoral Researcher,Master,no,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,Materialise,2,Doctoral Researcher,Master,no,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,Materialise,2,Doctoral Researcher,Master,no,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,4,Financial Controller,Master,yes,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,4,Financial Controller,Master,yes,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,4,Financial Controller,Master,yes,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,4,Financial Controller,Master,yes,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,4,Financial Controller,Master,yes,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,4,Financial Controller,Master,yes,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,4,Financial Controller,Master,yes,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,4,Financial Controller,Master,yes,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,4,Financial Controller,Master,yes,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,4,Financial Controller,Master,yes,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,4,Financial Controller,Master,yes,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,4,Financial Controller,Master,yes,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Administrator,Master,yes,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Administrator,Master,yes,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Administrator,Master,yes,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Administrator,Master,yes,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Administrator,Master,yes,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Administrator,Master,yes,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Administrator,Master,yes,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Administrator,Master,yes,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Administrator,Master,yes,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Administrator,Master,yes,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Administrator,Master,yes,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,IBA,2,Administrator,Master,yes,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,5,Senior Consultant,Master,both,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,5,Senior Consultant,Master,both,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,5,Senior Consultant,Master,both,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,5,Senior Consultant,Master,both,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,5,Senior Consultant,Master,both,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,5,Senior Consultant,Master,both,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,5,Senior Consultant,Master,both,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,5,Senior Consultant,Master,both,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,5,Senior Consultant,Master,both,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,5,Senior Consultant,Master,both,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,5,Senior Consultant,Master,both,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,5,Senior Consultant,Master,both,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,7,Senior Clinical Research Associate (CRA),Master,both,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,7,Senior Clinical Research Associate (CRA),Master,both,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,7,Senior Clinical Research Associate (CRA),Master,both,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,7,Senior Clinical Research Associate (CRA),Master,both,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,7,Senior Clinical Research Associate (CRA),Master,both,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,7,Senior Clinical Research Associate (CRA),Master,both,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,7,Senior Clinical Research Associate (CRA),Master,both,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,7,Senior Clinical Research Associate (CRA),Master,both,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,7,Senior Clinical Research Associate (CRA),Master,both,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,7,Senior Clinical Research Associate (CRA),Master,both,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,7,Senior Clinical Research Associate (CRA),Master,both,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,7,Senior Clinical Research Associate (CRA),Master,both,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,2,Clinical Project Management Intern,bachelor,both,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,2,Clinical Project Management Intern,bachelor,both,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,2,Clinical Project Management Intern,bachelor,both,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,2,Clinical Project Management Intern,bachelor,both,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,2,Clinical Project Management Intern,bachelor,both,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,2,Clinical Project Management Intern,bachelor,both,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,2,Clinical Project Management Intern,bachelor,both,0
