expert_locality,expert_province,expert_region,expert_country,expert_lang,expert_experience,expert_title,expert_education,expert_work_from_home,project_locality,project_province,project_region,project_country,project_lang,company_name,project_experience,project_title,project_education,project_work_from_home,liked
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Warsaw,Warszawa,Masovian Voivodeship,Poland,English,PSI,9,Product Specialist,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Warsaw,Warszawa,Masovian Voivodeship,Poland,English,PSI,9,Product Specialist,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Warsaw,Warszawa,Masovian Voivodeship,Poland,English,PSI,9,Product Specialist,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Warsaw,Warszawa,Masovian Voivodeship,Poland,English,PSI,9,Product Specialist,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Bad Homburg,Darmstadt,Hesse,Germany,English,Fresenius Medical Care,8,Ph.D student,doctoral,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Bad Homburg,Darmstadt,Hesse,Germany,English,Fresenius Medical Care,8,Ph.D student,doctoral,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Bad Homburg,Darmstadt,Hesse,Germany,English,Fresenius Medical Care,8,Ph.D student,doctoral,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Bad Homburg,Darmstadt,Hesse,Germany,English,Fresenius Medical Care,8,Ph.D student,doctoral,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Bad Homburg,Darmstadt,Hesse,Germany,English,Fresenius Medical Care,8,Ph.D student,doctoral,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Leiden,Leiden,South Holland,Netherlands,English,Pharming Group,9,Senior Scientist,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Leiden,Leiden,South Holland,Netherlands,English,Pharming Group,9,Senior Scientist,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Leiden,Leiden,South Holland,Netherlands,English,Pharming Group,9,Senior Scientist,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Leiden,Leiden,South Holland,Netherlands,English,Pharming Group,9,Senior Scientist,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Leiden,Leiden,South Holland,Netherlands,English,Pharming Group,9,Senior Scientist,bachelor,yes,0
Copenhagen,København,Capital Region of Denmark,Denmark,English,13,Business Controller,post doctoral,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Copenhagen,København,Capital Region of Denmark,Denmark,Danish,13,Business Controller,post doctoral,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Copenhagen,København,Capital Region of Denmark,Denmark,Norwegian,13,Business Controller,post doctoral,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Copenhagen,København,Capital Region of Denmark,Denmark,Swedish,13,Business Controller,post doctoral,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Copenhagen,København,Capital Region of Denmark,Denmark,German,13,Business Controller,post doctoral,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Oslo,Oslo Municipality,Oslo,Norway,English,13,Business Controller,post doctoral,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Oslo,Oslo Municipality,Oslo,Norway,Danish,13,Business Controller,post doctoral,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Oslo,Oslo Municipality,Oslo,Norway,Norwegian,13,Business Controller,post doctoral,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Oslo,Oslo Municipality,Oslo,Norway,Swedish,13,Business Controller,post doctoral,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Oslo,Oslo Municipality,Oslo,Norway,German,13,Business Controller,post doctoral,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Malmö,Malmö,Skåne County,Sweden,English,13,Business Controller,post doctoral,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Malmö,Malmö,Skåne County,Sweden,Danish,13,Business Controller,post doctoral,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Malmö,Malmö,Skåne County,Sweden,Norwegian,13,Business Controller,post doctoral,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Malmö,Malmö,Skåne County,Sweden,Swedish,13,Business Controller,post doctoral,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Malmö,Malmö,Skåne County,Sweden,German,13,Business Controller,post doctoral,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Madrid,Madrid,Community of Madrid,Spain,Spanish,10,"Director, Data Management",bachelor,yes,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Madrid,Madrid,Community of Madrid,Spain,English,10,"Director, Data Management",bachelor,yes,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Basel,Basel-Stadt,Basel-Stadt,Switzerland,Spanish,10,"Director, Data Management",bachelor,yes,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Basel,Basel-Stadt,Basel-Stadt,Switzerland,English,10,"Director, Data Management",bachelor,yes,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Bonn,Cologne,North Rhine-Westphalia,Germany,Spanish,10,"Director, Data Management",bachelor,yes,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Bonn,Cologne,North Rhine-Westphalia,Germany,English,10,"Director, Data Management",bachelor,yes,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Alicante,Alicante,Valencian Community,Spain,Spanish,10,"Director, Data Management",bachelor,yes,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Alicante,Alicante,Valencian Community,Spain,English,10,"Director, Data Management",bachelor,yes,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Madrid,Madrid,Community of Madrid,Spain,Spanish,10,"Director, Data Management",bachelor,yes,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,4,QA Engineer,Master,yes,0
Madrid,Madrid,Community of Madrid,Spain,English,10,"Director, Data Management",bachelor,yes,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,4,QA Engineer,Master,yes,0
Basel,Basel-Stadt,Basel-Stadt,Switzerland,Spanish,10,"Director, Data Management",bachelor,yes,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,4,QA Engineer,Master,yes,0
Basel,Basel-Stadt,Basel-Stadt,Switzerland,English,10,"Director, Data Management",bachelor,yes,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,4,QA Engineer,Master,yes,0
Bonn,Cologne,North Rhine-Westphalia,Germany,Spanish,10,"Director, Data Management",bachelor,yes,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,4,QA Engineer,Master,yes,0
Bonn,Cologne,North Rhine-Westphalia,Germany,English,10,"Director, Data Management",bachelor,yes,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,4,QA Engineer,Master,yes,0
Alicante,Alicante,Valencian Community,Spain,Spanish,10,"Director, Data Management",bachelor,yes,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,4,QA Engineer,Master,yes,0
Alicante,Alicante,Valencian Community,Spain,English,10,"Director, Data Management",bachelor,yes,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,4,QA Engineer,Master,yes,0
Madrid,Madrid,Community of Madrid,Spain,Spanish,10,"Director, Data Management",bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Madrid,Madrid,Community of Madrid,Spain,English,10,"Director, Data Management",bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Madrid,Madrid,Community of Madrid,Spain,Spanish,10,"Director, Data Management",bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Madrid,Madrid,Community of Madrid,Spain,English,10,"Director, Data Management",bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Basel,Basel-Stadt,Basel-Stadt,Switzerland,Spanish,10,"Director, Data Management",bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Basel,Basel-Stadt,Basel-Stadt,Switzerland,English,10,"Director, Data Management",bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Basel,Basel-Stadt,Basel-Stadt,Switzerland,Spanish,10,"Director, Data Management",bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Basel,Basel-Stadt,Basel-Stadt,Switzerland,English,10,"Director, Data Management",bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Bonn,Cologne,North Rhine-Westphalia,Germany,Spanish,10,"Director, Data Management",bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Bonn,Cologne,North Rhine-Westphalia,Germany,English,10,"Director, Data Management",bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Bonn,Cologne,North Rhine-Westphalia,Germany,Spanish,10,"Director, Data Management",bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Bonn,Cologne,North Rhine-Westphalia,Germany,English,10,"Director, Data Management",bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Alicante,Alicante,Valencian Community,Spain,Spanish,10,"Director, Data Management",bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Alicante,Alicante,Valencian Community,Spain,English,10,"Director, Data Management",bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Alicante,Alicante,Valencian Community,Spain,Spanish,10,"Director, Data Management",bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Alicante,Alicante,Valencian Community,Spain,English,10,"Director, Data Management",bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Hoeselt,Limburg,Flanders,Belgium,Dutch,30,Physician,bachelor,yes,Warsaw,Warszawa,Masovian Voivodeship,Poland,English,PSI,9,Product Specialist,bachelor,no,0
Hoeselt,Limburg,Flanders,Belgium,English,30,Physician,bachelor,yes,Warsaw,Warszawa,Masovian Voivodeship,Poland,English,PSI,9,Product Specialist,bachelor,no,0
Hoeselt,Limburg,Flanders,Belgium,French,30,Physician,bachelor,yes,Warsaw,Warszawa,Masovian Voivodeship,Poland,English,PSI,9,Product Specialist,bachelor,no,0
Hoeselt,Limburg,Flanders,Belgium,German,30,Physician,bachelor,yes,Warsaw,Warszawa,Masovian Voivodeship,Poland,English,PSI,9,Product Specialist,bachelor,no,0
Copenhagen,København,Capital Region of Denmark,Denmark,English,13,Business Controller,post doctoral,yes,Navi Mumbai,Thane,Maharashtra,India,English,Zoetis,3,Pharmacy Manager,Master,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,Danish,13,Business Controller,post doctoral,yes,Navi Mumbai,Thane,Maharashtra,India,English,Zoetis,3,Pharmacy Manager,Master,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,Norwegian,13,Business Controller,post doctoral,yes,Navi Mumbai,Thane,Maharashtra,India,English,Zoetis,3,Pharmacy Manager,Master,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,Swedish,13,Business Controller,post doctoral,yes,Navi Mumbai,Thane,Maharashtra,India,English,Zoetis,3,Pharmacy Manager,Master,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,German,13,Business Controller,post doctoral,yes,Navi Mumbai,Thane,Maharashtra,India,English,Zoetis,3,Pharmacy Manager,Master,both,0
Oslo,Oslo Municipality,Oslo,Norway,English,13,Business Controller,post doctoral,yes,Navi Mumbai,Thane,Maharashtra,India,English,Zoetis,3,Pharmacy Manager,Master,both,0
Oslo,Oslo Municipality,Oslo,Norway,Danish,13,Business Controller,post doctoral,yes,Navi Mumbai,Thane,Maharashtra,India,English,Zoetis,3,Pharmacy Manager,Master,both,0
Oslo,Oslo Municipality,Oslo,Norway,Norwegian,13,Business Controller,post doctoral,yes,Navi Mumbai,Thane,Maharashtra,India,English,Zoetis,3,Pharmacy Manager,Master,both,0
Oslo,Oslo Municipality,Oslo,Norway,Swedish,13,Business Controller,post doctoral,yes,Navi Mumbai,Thane,Maharashtra,India,English,Zoetis,3,Pharmacy Manager,Master,both,0
Oslo,Oslo Municipality,Oslo,Norway,German,13,Business Controller,post doctoral,yes,Navi Mumbai,Thane,Maharashtra,India,English,Zoetis,3,Pharmacy Manager,Master,both,0
Malmö,Malmö,Skåne County,Sweden,English,13,Business Controller,post doctoral,yes,Navi Mumbai,Thane,Maharashtra,India,English,Zoetis,3,Pharmacy Manager,Master,both,0
Malmö,Malmö,Skåne County,Sweden,Danish,13,Business Controller,post doctoral,yes,Navi Mumbai,Thane,Maharashtra,India,English,Zoetis,3,Pharmacy Manager,Master,both,0
Malmö,Malmö,Skåne County,Sweden,Norwegian,13,Business Controller,post doctoral,yes,Navi Mumbai,Thane,Maharashtra,India,English,Zoetis,3,Pharmacy Manager,Master,both,0
Malmö,Malmö,Skåne County,Sweden,Swedish,13,Business Controller,post doctoral,yes,Navi Mumbai,Thane,Maharashtra,India,English,Zoetis,3,Pharmacy Manager,Master,both,0
Malmö,Malmö,Skåne County,Sweden,German,13,Business Controller,post doctoral,yes,Navi Mumbai,Thane,Maharashtra,India,English,Zoetis,3,Pharmacy Manager,Master,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,English,13,Business Controller,post doctoral,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Copenhagen,København,Capital Region of Denmark,Denmark,Danish,13,Business Controller,post doctoral,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Copenhagen,København,Capital Region of Denmark,Denmark,Norwegian,13,Business Controller,post doctoral,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Copenhagen,København,Capital Region of Denmark,Denmark,Swedish,13,Business Controller,post doctoral,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Copenhagen,København,Capital Region of Denmark,Denmark,German,13,Business Controller,post doctoral,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Oslo,Oslo Municipality,Oslo,Norway,English,13,Business Controller,post doctoral,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Oslo,Oslo Municipality,Oslo,Norway,Danish,13,Business Controller,post doctoral,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Oslo,Oslo Municipality,Oslo,Norway,Norwegian,13,Business Controller,post doctoral,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Oslo,Oslo Municipality,Oslo,Norway,Swedish,13,Business Controller,post doctoral,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Oslo,Oslo Municipality,Oslo,Norway,German,13,Business Controller,post doctoral,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Malmö,Malmö,Skåne County,Sweden,English,13,Business Controller,post doctoral,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Malmö,Malmö,Skåne County,Sweden,Danish,13,Business Controller,post doctoral,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Malmö,Malmö,Skåne County,Sweden,Norwegian,13,Business Controller,post doctoral,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Malmö,Malmö,Skåne County,Sweden,Swedish,13,Business Controller,post doctoral,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Malmö,Malmö,Skåne County,Sweden,German,13,Business Controller,post doctoral,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Meise,Flemish Brabant,Flanders,Belgium,Dutch,21,"Vice President, Head of Clinical Development",doctoral,no,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Meise,Flemish Brabant,Flanders,Belgium,English,21,"Vice President, Head of Clinical Development",doctoral,no,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Meise,Flemish Brabant,Flanders,Belgium,French,21,"Vice President, Head of Clinical Development",doctoral,no,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Schoorl,Bergen,North Holland,Netherlands,Dutch,28,researcher,Master,yes,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Schoorl,Bergen,North Holland,Netherlands,English,28,researcher,Master,yes,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Schoorl,Bergen,North Holland,Netherlands,French,28,researcher,Master,yes,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Schoorl,Bergen,North Holland,Netherlands,German,28,researcher,Master,yes,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Schoorl,Bergen,North Holland,Netherlands,Dutch,28,researcher,Master,yes,Munich,Upper Bavaria,Bavaria,Germany,English,PSI,1,Student Internship,school,no,0
Schoorl,Bergen,North Holland,Netherlands,English,28,researcher,Master,yes,Munich,Upper Bavaria,Bavaria,Germany,English,PSI,1,Student Internship,school,no,0
Schoorl,Bergen,North Holland,Netherlands,French,28,researcher,Master,yes,Munich,Upper Bavaria,Bavaria,Germany,English,PSI,1,Student Internship,school,no,0
Schoorl,Bergen,North Holland,Netherlands,German,28,researcher,Master,yes,Munich,Upper Bavaria,Bavaria,Germany,English,PSI,1,Student Internship,school,no,0
Schoorl,Bergen,North Holland,Netherlands,Dutch,28,researcher,Master,yes,New York,New York County,New York,United States,English,Intercept,4,"Data Intelligence Manager, Information Intelligence &amp; Integrity, Global Medical Affairs",Master,yes,0
